"ground_truth_output","num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text","result_type"
0.0,104.0,0.0,0.2767269015312195,"Wisconsin state <font color = red>Sen</font>. Scott <font color = red>Fitzgerald</font> says some <font color = red>people</font> have been <font color = red>found</font> to be voting five or six times a day",1.0,0.5096718072891235,"Wisconsin state <font color = green>assembly</font>. Scott <font color = green>fitzgerald</font> says some <font color = green>individuals</font> have been <font color = green>believed</font> to be voting five or six times a day","Successful"
0.0,200.0,0.0,0.10322856903076172,"Rand <font color = red>Paul</font> <font color = red>said</font> that <font color = red>Marco</font> <font color = red>Rubio</font> is for an '<font color = red>open</font> border'",0.0,0.42623400688171387,"Rand <font color = red>s</font> <font color = red>noted</font> that <font color = red>measure</font> <font color = red>u</font> is for an '<font color = red>eastern</font> border'","Failed"
0.0,1.0,1.0,0.5340422987937927,"Microsoft virus warning",1.0,0.5340422987937927,"Microsoft virus warning","Skipped"
0.0,116.0,0.0,0.06642770767211914,"A <font color = red>U</font>.S. <font color = red>surgeon</font> who exposed “Clinton Foundation corruption in Haiti” was <font color = red>found</font> dead in his <font color = red>home</font> under suspicious circumstances.",0.0,0.2661815285682678,"A <font color = red>state</font>.S. <font color = red>physician</font> who exposed “Clinton Foundation corruption in Haiti” was <font color = red>recognized</font> dead in his <font color = red>room</font> under suspicious circumstances.","Failed"
0.0,106.0,0.0,0.3195216655731201,"Michele <font color = red>Bachmann</font> said that solar power <font color = red>drains</font> the sun of heat.",1.0,0.5300259590148926,"Michele <font color = green>anderson</font> said that solar power <font color = green>made</font> the sun of heat.","Successful"
0.0,151.0,0.0,0.1199309229850769,"Tonopah <font color = red>Solar</font> Company $<font color = red>737</font> Million Government Loan <font color = red>For</font> <font color = red>Solar</font> <SPLIT>Project",1.0,0.5714913010597229,"Tonopah <font color = green>building</font> Company $<font color = green>20</font> Million Government Loan <font color = green>at</font> <font color = green>proposed</font> <SPLIT>Project","Successful"
0.0,158.0,0.0,0.1472145915031433,"The <font color = red>zodiac</font> is about to <font color = red>change</font> to include a ""<font color = red>new</font>"" star sign, Ophiuchus.",1.0,0.5295214653015137,"The <font color = green>prophecy</font> is about to <font color = green>stretch</font> to include a ""<font color = green>fifth</font>"" star sign, Ophiuchus.","Successful"
0.0,57.0,0.0,0.45101797580718994,"Bill <font color = red>Clinton</font>’s 1996 Immigration Law Behind Child Separations",1.0,0.5650538206100464,"Bill <font color = green>owed</font>’s 1996 Immigration Law Behind Child Separations","Successful"
0.0,1.0,1.0,0.6357971429824829,"Warner says Gillespie supports a personhood amendment",1.0,0.6357971429824829,"Warner says Gillespie supports a personhood amendment","Skipped"
0.0,12.0,0.0,0.35188448429107666,"Is Price <font color = red>guilty</font> of ""Tomfoolery""?",1.0,0.6135883927345276,"Is Price <font color = green>best</font> of ""Tomfoolery""?","Successful"
0.0,1.0,1.0,0.5358695983886719,"Arizona School Requires Female Students to Wear Hijab for One Month",1.0,0.5358695983886719,"Arizona School Requires Female Students to Wear Hijab for One Month","Skipped"
0.0,52.0,0.0,0.44202059507369995,"Websites offer false headlines about treason 'charges' for Trump, <font color = red>Comey</font>, others",1.0,0.6979244351387024,"Websites offer false headlines about treason 'charges' for Trump, <font color = green>blair</font>, others","Successful"
0.0,90.0,0.0,0.3718752861022949,"Barack <font color = red>Obama</font> says that what he'd <font color = red>said</font> was you could keep your plan 'if it hasn’t changed since the <font color = red>law</font> passed'",0.0,0.4123017191886902,"Barack <font color = red>obama</font> says that what he'd <font color = red>argued</font> was you could keep your plan 'if it hasn’t changed since the <font color = red>legislation</font> passed'","Failed"
0.0,50.0,0.0,0.1401786208152771,"Providence firefighters’ union <font color = red>says</font> Elorza wants to teach public school children <font color = red>God</font> does not exist",0.0,0.2170599102973938,"Providence firefighters’ union <font color = red>jeff</font> Elorza wants to teach public school children <font color = red>god</font> does not exist","Failed"
0.0,87.0,0.0,0.17500877380371094,"Prince Harry <font color = red>never</font> said Donald <font color = red>Trump</font> wasn't welcome at his wedding",1.0,0.6440982222557068,"Prince Harry <font color = green>afterward</font> said Donald <font color = green>right</font> wasn't welcome at his wedding","Successful"
0.0,92.0,0.0,0.1317124366760254,"Nancy Pelosi says Supreme Court is 'five guys who <font color = red>start</font> <font color = red>determining</font> what <font color = red>contraceptions</font> are legal'",1.0,0.5014997124671936,"Nancy Pelosi says Supreme Court is 'five guys who <font color = green>live</font> <font color = green>learning</font> what <font color = green>right</font> are legal'","Successful"
0.0,144.0,0.0,0.12274277210235596,"John Boehner says Keystone XL <font color = red>pipeline</font> would <font color = red>create</font> 100,<font color = red>000</font> jobs",1.0,0.563085675239563,"John Boehner says Keystone XL <font color = green>traffic</font> would <font color = green>do</font> 100,<font color = green>thousand</font> jobs","Successful"
0.0,52.0,0.0,0.44949764013290405,"The Iraq Study Group didn't <font color = red>say</font> that",1.0,0.6681651473045349,"The Iraq Study Group didn't <font color = green>mind</font> that","Successful"
0.0,63.0,0.0,0.46206700801849365,"Young Thief in Iran Punished by Running a <font color = red>Truck</font> Over His Arm",1.0,0.6846171021461487,"Young Thief in Iran Punished by Running a <font color = green>fan</font> Over His Arm","Successful"
0.0,43.0,0.0,0.19404101371765137,"The Pentagon purchased five million <font color = red>Powerball</font> tickets at a cost of $10 million so they <font color = red>could</font> <font color = red>buy</font> more F-35s if they won.",0.0,0.3061291575431824,"The Pentagon purchased five million <font color = red>win</font> tickets at a cost of $10 million so they <font color = red>would</font> <font color = red>have</font> more F-35s if they won.","Failed"
0.0,130.0,0.0,0.09287428855895996,"In response to Donald <font color = red>Trump's</font> congratulations on the Falcon Heavy <font color = red>launch</font>, SpaceX <font color = red>CEO</font> Elon Musk <font color = red>called</font> the president a ""dumbass.""",0.0,0.3000220060348511,"In response to Donald <font color = red>following</font> congratulations on the Falcon Heavy <font color = red>announcement</font>, SpaceX <font color = red>chairman</font> Elon Musk <font color = red>coined</font> the president a ""dumbass.""","Failed"
0.0,110.0,0.0,0.09907442331314087,"Donald Trump falsely <font color = red>claims</font> Hillary Clinton '<font color = red>wants</font> to abolish the 2nd Amendment'",1.0,0.5004414319992065,"Donald Trump falsely <font color = green>attributed</font> Hillary Clinton '<font color = green>ability</font> to abolish the 2nd Amendment'","Successful"
0.0,27.0,0.0,0.3594508171081543,"Unemployed Mothers Will Be Sent to Jail Under <font color = red>New</font> Law",1.0,0.5944837927818298,"Unemployed Mothers Will Be Sent to Jail Under <font color = green>family</font> Law","Successful"
0.0,38.0,0.0,0.2491779923439026,"RNC chairman Michael Steele says VA has a manual that encourages <font color = red>vets</font> to <font color = red>commit</font> suicide ",1.0,0.6202679872512817,"RNC chairman Michael Steele says VA has a manual that encourages <font color = green>veterans</font> to <font color = green>do</font> suicide ","Successful"
0.0,1.0,1.0,0.5761444568634033,"Common Houseplant Can Kill Children in Under a Minute",1.0,0.5761444568634033,"Common Houseplant Can Kill Children in Under a Minute","Skipped"
0.0,121.0,0.0,0.1220514178276062,"Anna Mae Dickinson <font color = red>survived</font> a variety of infamous tragedies, <font color = red>including</font> the <font color = red>sinking</font> of the Titanic, the Hindenburg explosion, and the 9/11 terrorist attacks.",0.0,0.2807260751724243,"Anna Mae Dickinson <font color = red>brought</font> a variety of infamous tragedies, <font color = red>ranging</font> the <font color = red>disaster</font> of the Titanic, the Hindenburg explosion, and the 9/11 terrorist attacks.","Failed"
0.0,103.0,0.0,0.19090890884399414,"Fake news about Washington Post and Roy Moore <font color = red>accuser</font> <font color = red>stems</font> from disputed Twitter account",1.0,0.7020545601844788,"Fake news about Washington Post and Roy Moore <font color = green>media</font> <font color = green>attention</font> from disputed Twitter account","Successful"
0.0,1.0,1.0,0.727256178855896,"Ronald Rice claims Newark schools are funded largely by local property taxes",1.0,0.727256178855896,"Ronald Rice claims Newark schools are funded largely by local property taxes","Skipped"
0.0,144.0,0.0,0.10263514518737793,"An audio recording features CNN <font color = red>anchor</font> Jake <font color = red>Tapper</font> <font color = red>using</font> racial slurs.",1.0,0.5238350629806519,"An audio recording features CNN <font color = green>veteran</font> Jake <font color = green>roberts</font> <font color = green>addressing</font> racial slurs.","Successful"
0.0,1.0,1.0,0.6142594218254089,"Oregon Labor Commissioner investigates 300 housing complaints a year?",1.0,0.6142594218254089,"Oregon Labor Commissioner investigates 300 housing complaints a year?","Skipped"
0.0,1.0,1.0,0.5115269422531128,"Hillary Clinton says economic stats were 100 times better under Bill Clinton than Ronald Reagan",1.0,0.5115269422531128,"Hillary Clinton says economic stats were 100 times better under Bill Clinton than Ronald Reagan","Skipped"
0.0,1.0,1.0,0.5511858463287354,"Money from Saudi Arabian McDonald’s helping terrorists",1.0,0.5511858463287354,"Money from Saudi Arabian McDonald’s helping terrorists","Skipped"
0.0,65.0,0.0,0.484022855758667,"Ann Marie Buerkle, GOP candidate, says under new health law, feds will <font color = red>track</font> Americans' body mass index",1.0,0.5440755486488342,"Ann Marie Buerkle, GOP candidate, says under new health law, feds will <font color = green>measure</font> Americans' body mass index","Successful"
